3378
COD	mediumLow	NY.GDP.MKTP.CD	1.00000
BHR	mediumLow	NY.GDP.MKTP.CD	1.00000
OSS	mediumLow	NY.GDP.MKTP.CD	1.00000
PRT	mediumLow	NY.GDP.MKTP.CD	1.00000
VIR	mediumLow	NY.GDP.MKTP.CD	1.00000
GUM	mediumLow	NY.GDP.MKTP.CD	1.00000
PAK	mediumLow	NY.GDP.MKTP.CD	1.00000
COL	mediumLow	NY.GDP.MKTP.CD	1.00000
CHL	mediumLow	NY.GDP.MKTP.CD	1.00000
CYM	mediumLow	NY.GDP.MKTP.CD	1.00000
YEM	mediumLow	NY.GDP.MKTP.CD	1.00000
SAU	mediumLow	NY.GDP.MKTP.CD	1.00000
NGA	mediumLow	NY.GDP.MKTP.CD	1.00000
IRN	mediumLow	NY.GDP.MKTP.CD	1.00000
TZA	mediumLow	NY.GDP.MKTP.CD	1.00000
BGD	mediumLow	NY.GDP.MKTP.CD	1.00000
GRC	mediumLow	NY.GDP.MKTP.CD	1.00000
AGO	mediumLow	NY.GDP.MKTP.CD	1.00000
EST	mediumLow	NY.GDP.MKTP.CD	1.00000
SOM	mediumLow	NY.GDP.MKTP.CD	1.00000
EGY	mediumLow	NY.GDP.MKTP.CD	1.00000
PHL	mediumLow	NY.GDP.MKTP.CD	1.00000
XKX	mediumLow	NY.GDP.MKTP.CD	1.00000
NOR	mediumLow	NY.GDP.MKTP.CD	1.00000
NZL	mediumLow	NY.GDP.MKTP.CD	1.00000
FIN	mediumLow	NY.GDP.MKTP.CD	1.00000
IDN	mediumLow	NY.GDP.MKTP.CD	1.00000
CUB	mediumLow	NY.GDP.MKTP.CD	1.00000
LVA	mediumLow	NY.GDP.MKTP.CD	1.00000
CHI	mediumLow	NY.GDP.MKTP.CD	1.00000
VNM	mediumLow	NY.GDP.MKTP.CD	1.00000
AUT	mediumLow	NY.GDP.MKTP.CD	1.00000
SRB	mediumLow	NY.GDP.MKTP.CD	1.00000
ETH	mediumLow	NY.GDP.MKTP.CD	1.00000
VEN	mediumLow	NY.GDP.MKTP.CD	1.00000
LTU	mediumLow	NY.GDP.MKTP.CD	1.00000
SST	mediumLow	NY.GDP.MKTP.CD	1.00000
JOR	medium	NY.GDP.MKTP.CD	1.00000
MRT	medium	NY.GDP.MKTP.CD	1.00000
MLT	medium	NY.GDP.MKTP.CD	1.00000
BOL	medium	NY.GDP.MKTP.CD	1.00000
CSS	medium	NY.GDP.MKTP.CD	1.00000
OMN	medium	NY.GDP.MKTP.CD	1.00000
UGA	medium	NY.GDP.MKTP.CD	1.00000
LBN	medium	NY.GDP.MKTP.CD	1.00000
LVA	medium	NY.GDP.MKTP.CD	1.00000
KEN	medium	NY.GDP.MKTP.CD	1.00000
TUR	medium	NY.GDP.MKTP.CD	1.00000
NAM	medium	NY.GDP.MKTP.CD	1.00000
MWI	medium	NY.GDP.MKTP.CD	1.00000
ZWE	medium	NY.GDP.MKTP.CD	1.00000
HKG	medium	NY.GDP.MKTP.CD	1.00000
LKA	medium	NY.GDP.MKTP.CD	1.00000
PAK	medium	NY.GDP.MKTP.CD	1.00000
EGY	medium	NY.GDP.MKTP.CD	1.00000
PAN	medium	NY.GDP.MKTP.CD	1.00000
ALB	medium	NY.GDP.MKTP.CD	1.00000
NOR	medium	NY.GDP.MKTP.CD	1.00000
MDA	medium	NY.GDP.MKTP.CD	1.00000
COG	medium	NY.GDP.MKTP.CD	1.00000
BHS	medium	NY.GDP.MKTP.CD	1.00000
AGO	medium	NY.GDP.MKTP.CD	1.00000
PSE	medium	NY.GDP.MKTP.CD	1.00000
BGD	medium	NY.GDP.MKTP.CD	1.00000
SDN	medium	NY.GDP.MKTP.CD	1.00000
COD	medium	NY.GDP.MKTP.CD	1.00000
ETH	medium	NY.GDP.MKTP.CD	1.00000
VEN	medium	NY.GDP.MKTP.CD	1.00000
TKM	medium	NY.GDP.MKTP.CD	1.00000
PRT	medium	NY.GDP.MKTP.CD	1.00000
NPL	medium	NY.GDP.MKTP.CD	1.00000
TUN	medium	NY.GDP.MKTP.CD	1.00000
TJK	medium	NY.GDP.MKTP.CD	1.00000
CUB	medium	NY.GDP.MKTP.CD	1.00000
QAT	medium	NY.GDP.MKTP.CD	1.00000
TTO	medium	NY.GDP.MKTP.CD	1.00000
MUS	medium	NY.GDP.MKTP.CD	1.00000
MLI	medium	NY.GDP.MKTP.CD	1.00000
BEN	medium	NY.GDP.MKTP.CD	1.00000
PHL	medium	NY.GDP.MKTP.CD	1.00000
THA	medium	NY.GDP.MKTP.CD	1.00000
PSS	medium	NY.GDP.MKTP.CD	1.00000
PRI	medium	NY.GDP.MKTP.CD	1.00000
URY	medium	NY.GDP.MKTP.CD	1.00000
GNQ	medium	NY.GDP.MKTP.CD	1.00000
HND	medium	NY.GDP.MKTP.CD	1.00000
RWA	medium	NY.GDP.MKTP.CD	1.00000
